INCODE,ITE_DESC,ECR_DESC,DEP_CODE,UNT_PRIC,UNIT,TAXPRCNT1,TAXAMOUNT1,TAX1DIV,POS,BRANCH
MP16,TP KIMCHI,TP KIMCHI,32,11.000,PC,12.000,1.180,9.333333,1,IRIGA
MP17,TP ORIENTAL SALAD,TP ORIENTAL SA,32,11.000,PC,12.000,1.180,9.333333,1,IRIGA
MP18,TP MAC SALAD,TP MAC SALAD,32,11.000,PC,12.000,1.180,9.333333,1,IRIGA
MP19,TP MASHED POTATO,TP MASHED POTA,32,11.000,PC,12.000,1.180,9.333333,1,IRIGA
MP20,TP VEG MEDLEY,TP VEG MEDLEY,32,11.000,PC,12.000,1.180,9.333333,1,IRIGA
BAH13,PORK BELLY,PORK BELLY,46,279.000,PC,12.000,29.890,9.333333,1,IRIGA
MP27,CHKN-1PC FREE,CHKN-1PC FREE,32,0.000,PC,12.000,0.000,9.333333,1,IRIGA
DEL135,SQUAD MEAL 1,SQUAD MEAL 1,18,499.000,PC,12.000,53.460,9.330000,1,IRIGA
DEL136,SQUAD MEAL 2,SQUAD MEAL 2,18,579.000,PC,12.000,53.460,9.330000,1,IRIGA
DEL137,SQUAD MEAL 3,SQUAD MEAL 3,18,699.000,PC,12.000,74.890,9.330000,1,IRIGA
DEL138,SQUAD MEAL 4,SQUAD MEAL 4,18,939.000,PC,12.000,100.610,9.330000,1,IRIGA
DEL139,SQUAD MEAL 5,SQUAD MEAL 5,18,999.000,PC,12.000,107.040,9.330000,1,IRIGA
DEL140,SQUAD MEAL 6,SQUAD MEAL 67,18,1499.000,PC,12.000,160.610,9.333333,1,IRIGA
DEL141,MANGO GRAHAM,MANGO GRAHAM,18,179.000,PC,12.000,11.680,9.333333,1,IRIGA
MP28,2.2 PJ,2.2 PJ,32,0.000,PC,12.000,0.000,9.333333,1,IRIGA
MP31,NORI DOG M.GRAHAM,NORI D M.GRAHA,32,149.000,PC,12.000,15.960,9.333333,1,IRIGA
MP32,FLAMIN CHS DOG M.GRAHAM,FLAMIN D M.GRA,32,149.000,PC,12.000,15.960,9.333333,1,IRIGA
MP33,CLASSIC DOG M.GRAHAM,CLASSIC D M.GR,32,149.000,PC,12.000,15.960,9.333333,1,IRIGA
MP34,FREE BIGSS CAP,FREE BIGS CAP,32,0.000,PC,12.000,1.070,9.330000,1,IRIGA
MP35,P55 CCB,P55 CCB,32,55.000,PC,12.000,5.890,9.333333,1,IRIGA
