INCODE,ITE_DESC,ECR_DESC,DEP_CODE,UNT_PRIC,UNIT,TAXPRCNT1,TAXAMOUNT1,TAX1DIV,POS,BRANCH
BLT41,TB GOTO W EGG 50,TB GOTO W EGG,6,50.000,PC,12.000,5.360,9.333333,1,BMC
BLT42,SB GOTO W EGG 49,SB GOTO W EGG,6,49.000,PC,12.000,5.250,9.333333,1,BMC
BLT43,FREE CRAB N CORN,FREE CRAB N CO,6,0.000,PC,12.000,0.000,9.333333,1,BMC
BLT44,TB TEXMEX CHIPOTLE,TB TEXMEX CHIP,6,449.000,PC,12.000,48.110,9.333333,1,BMC
BLT45,TB TEXMEX KANSAS,TB TEXMEX KANS,6,449.000,PC,12.000,48.110,9.333333,1,BMC
BLT46,TB TEXMEX SWT,TB TEXMEX SWT,6,449.000,PC,12.000,48.110,9.333333,1,BMC
BLT47,FREE SOUP 59,FREE SOUP 59,6,59.000,PC,12.000,6.320,9.333333,1,BMC
MP137,SALIS B1T1,SALIS B1T1,2,269.000,PC,12.000,28.820,9.333333,1,BMC
MP138,SALIST1 269,SALIST1 269,2,269.000,PC,12.000,28.820,9.333333,1,BMC
SUP2,CHEESE BURGER SOUP,CHEESE BURGER,19,59.000,PC,12.000,6.320,9.333333,1,BMC
SUP3,CHICKEN TOMATO SOUP,CHICKEN TOMATO,19,59.000,PC,12.000,6.320,9.333333,1,BMC
BL69,FREE CB SOUP,FREE CB SOUP,7,0.000,PC,12.000,0.000,9.333333,1,BMC
BL70,FREE CTOMATO SOUP,FREE CTOMATO S,7,0.000,PC,12.000,0.000,9.333333,1,BMC
BL71,SB FREE CBSOUP59,SB FREE CBSOUP,7,59.000,PC,12.000,6.320,9.330000,1,BMC
BL72,SB FREE CTOMATO59,SB FREE CTOMAT,7,59.000,PC,12.000,6.320,9.330000,1,BMC
FP130,CHICKEN TOMATO SOUP,CHICKEN TOMATO,5,69.000,PC,12.000,6.320,9.333333,1,BMC
